feature_id,feature_label
28600,Character emotional reactions in passive voice constructions using 'by'
28601,Technical writing explaining when to use something
28602,References to organizational actors and team dynamics in management contexts
28603,The assistant is providing structured evaluation or multiple options
28605,Polite inquiries about additional needs using there is/are
28606,Tokens describing information structure and process flow
28607,Labor law and workers rights regulations
28609,The assistant should complete a text according to specific instructions
28610,Container inversion riddles where objects fall due to gravity
28611,Questions or comparisons about AI model versions and sizes
28612,Section transitions and structural elements in technical writing
28613,Category and classification terms in formal contexts
28615,Formal descriptions of customer personas and target audiences
28616,Sulfur-containing heterocyclic compounds in chemical nomenclature
28619,Technical implementation and capability development activities
28620,Assistant's turn to speak in Russian conversations
28621,Ensuring objects are properly secured and fastened in place
28623,Technical relationship marker 'of' in scientific writing
28624,"Direct questions or section headers asking ""how does this work?"""
28625,"Discussion of known limitations and uncertainties, especially regarding AI models"
28626,The word 'up' in formal business/technical contexts and product names
28627,Real-time data processing and streaming capabilities
28628,Coordinate and data structure delimiters in programming contexts
28630,Transition words and logical connectors in English
28631,Direct comparisons between two entities using than
28633,Will they/won't they writing tropes
28635,References to the Go programming language in technical contexts
28636,Operating system discussions in Portuguese technical contexts
28638,The assistant should emphasize careful consideration and proper process for sensitive topics
28640,Grammatical suffixes in non-English languages
28641,Technical usage of 'minor' to denote secondary/lesser elements
28642,The beginning of a formatted instruction or specification list
28643,Measuring and tracking time spent on activities
28644,The syllable 'ip' in technical terminology across languages
28646,Professional role introductions using 'is a [role] who' pattern
28647,Scientific descriptions of stimulant and nootropic drugs
28649,Text summarization capabilities and processes
28651,Vacuum cleaners and their technical specifications
28652,"The word 'more' (mais/más) in Romance languages, especially when requesting or providing additional information"
28653,The text describes flexible usage options after obtaining data or content
28654,The assistant is giving advice about muscle growth and weight gain
28655,Syntactical elements of Windows batch scripting
28656,Technical filters and filtering operations in programming and data processing
28657,Korean language tokens related to formal workplace concepts and regulations
28658,The assistant is providing a list of options or examples
28660,Technical insertion or movement of one thing into another
28661,The reviewer is analyzing sentiment in a structured media review
28662,Formatting characters that separate data fields in structured text
28664,Feature-benefit transitions in marketing copy
28665,Programming references to labels and label encoding
28666,Dependency relationships and associated vulnerabilities
28667,Safety concerns in professional and institutional contexts
28668,Action selection mechanisms in reinforcement learning algorithms
28669,Industrial and synthetic materials in technical contexts
28670,Verbs indicating combination or connection to reach a result
28672,Designated physical spaces or zones for specific activities
28673,Text format and language specification tokens
28674,The assistant should roleplay as a Dungeons & Dragons Dungeon Master
28678,"Japanese grammatical particles, especially the object marker を (wo)"
28681,Linguistic markers of qualification and clarification in formal discourse
28682,Programming documentation syntax and formatting conventions
28683,Family or household groups engaging in shared leisure activities in narratives
28684,Pharmaceutical and medical terminology across languages
28687,Late afternoon/evening time specifications (especially 15:30-18:00)
28690,Infrastructure development and construction projects
28691,"Modal language and hedging constructions, especially when deflecting harmful requests"
28692,Transition points where detailed content or explanations are about to begin
28693,Offensive request from the user
28695,Evenly matched opponents trading blows in physical confrontations
28696,First-person expressions of intuition or gut feelings
28697,Month names in formal dates and timestamps
28701,Discussions of slow performance and loading times in technical contexts
28702,July in standardized system date format
28703,The assistant is providing a list of options
28704,Technical discussions of natural language processing and queries
28705,The assistant is explaining technical concepts with implementation details
28706,The as a discourse marker in formal technical writing
28707,Database schema field type suffixes
28711,Sentence boundaries in technical process descriptions
28712,Phrases expressing negation or unfulfillment
28714,Steps for establishing business operations and infrastructure
28717,The token marks where input data begins in instruction-following contexts
28718,Technical explanations of fundamental computer networking concepts and protocols
28719,User input prompts in programming contexts
28720,Attempting to describe or identify unclear objects
28722,Offensive racial content requiring careful handling
28727,The conjunction 'and' when joining items in lists or enumerations
28729,List item markers and enumeration symbols
28730,Decimal points and thousands separators in structured numerical data
28732,The assistant should continue an established pattern or sequence
28733,En-dash used as rhetorical device for elaboration
28734,The assistant should provide a structured or formatted response
28738,Emphasizing proper conduct or appropriate behavior in communications
28739,Knowledge cutoff date marker in system prompts
28740,Bioeconomics and biotechnology terms in academic contexts
28742,Multiple consecutive newlines separating logical blocks of content
28743,The assistant needs to politely decline or qualify their response
28744,The assistant is making polite requests or suggestions
28746,Multiple choice questions asking about exceptions or best choices
28749,Introducing or prefacing a list of predefined options or possibilities
28750,Expressing subtle differences or variations between related concepts
28752,"Presentations and slideshows, including tools and delivery guidance"
28754,The assistant is qualifying or hedging a statement while providing additional context
28755,"Syntactic markers for structured information (e.g. table separators, list markers)"
28756,Year ranges and individual years from 1980-2020 in professional/biographical contexts
28757,Russian word components meaning skills or abilities
28760,Start of new conversation segment requiring ethical consistency
28761,List structure markers in German and Russian descriptions of qualities
28762,Syntactical operators in programming languages
28763,Discussion of pilot programs and trial phases for products or services
28764,Third-person pronouns initiating character descriptions in creative fiction
28766,Conservative political alliances and coalitions
28767,The assistant is listing multiple potential solutions or remedies
28769,Assistant providing technical explanations in non-English languages
28770,Morphemes indicating magnitude or degree in German and other languages
28771,Traditional and historical weapons being described or catalogued
28773,Coordinating conjunctions in technical lists and enumerations
28774,Indefinite articles in potentially inappropriate or harmful content
28775,Semantic concept of permanence/eternality across languages and domains
28776,Chemical formulas involving sodium hydrogen compounds and precise measurements
28777,Knowledge cutoff date marker in system messages
28780,AI system explaining its memory limitations and capabilities
28781,Russian/Ukrainian usage instructions and implementation guidance
28783,Actively absorbing or taking in sensory information and surroundings
28784,Incorporating or accessing external resources and communities
28785,Practical advice and tips being shared
28786,"References to sites, both digital and physical locations"
28787,Passages that enumerate features and characteristics through connected clauses
28788,"Discussions of systemic abuse and violence, particularly domestic violence"
28791,Rate calculation and measurement concepts
28792,The assistant is providing a list of options
28793,Explanatory or definitional content in non-English languages
28795,Systemic problems and their statistical characteristics
28796,Syntactical sugar in programming languages
28797,Transitional phrases introducing lists of applications or domains in formal technical writing
28799,"Discussions of IDE features and capabilities, especially IntelliJ IDEA"
28800,The model should analyze or evaluate based on given criteria
28802,Accuracy and precision in hitting targets
28803,Allow yourself to feel and process difficult emotions
28805,The assistant expressing uncertainty or knowledge limitations
28807,Content describing sequential steps leading to harmful outcomes
28809,"The assistant is providing explanatory descriptions, especially for names and characteristics"
28810,Terminal-based user interfaces and applications
28812,Web framework pagination implementation and concepts
28813,Authority figures or institutions being pressured to take action
28814,Requests or responses enumerating different types or categories
28816,Travel itinerary requests and planning across languages
28817,Biographical date ranges and formatting in historical entries
28820,Escalating problems or worsening situations over time
28821,The word root 'camp' and its semantic derivatives across languages
28822,The indefinite article introducing definitions or new concepts
28823,JSON schema and configuration structure definitions
28826,Dependency injection and service location patterns in code
28827,Academic psychological theories and cognitive frameworks
28828,External vendor and supplier relationship management
28830,Explanatory text defining units of measurement
28831,Pandas DataFrame method chaining and transformations
28832,Hospital comparison and selection discussions
28833,Word fragments in non-English languages and similar encoding artifacts
28835,Discussions of criticism and critical feedback
28836,Offensive request from the user
28837,The assistant is explaining technical financial concepts
28838,Sequential entity identifiers and name placeholders
28839,"Fantasy realm and kingdom names, especially compound names"
28840,Python range() function parameter comma separators
28842,Equipment and structures used for protection or shelter
28843,The assistant is explaining how to instantiate Python objects using constructors
28845,The assistant is explaining how to use formulas and functions
28847,Grammatical markers and sentence completion across multiple languages
28848,Sentence boundaries and turn-taking markers in conversation
28850,Explanatory transitions in detailed analysis
28851,Indefinite articles in technical requirement lists
28852,"Attempts to make the AI express human-like emotions and desires, especially in unethical contexts"
28854,Converting place names into geographic coordinates
28856,Anaphoric references to physical objects in instructional or narrative contexts
28860,Perth and Western Australian landmarks and institutions
28861,Welcoming and orienting newcomers into organizations
28866,Clinical descriptions of male anatomy and sexual organs
28867,"Numbers in range 157-167, especially in sequences and measurements"
28869,List formatting and enumeration markers
28873,Structural elements of detailed explanations and expositions
28875,British English intensifier words and modifiers
28877,Indefinite articles (a/an) in explanatory contexts
28878,Explaining programming syntax using backticks and connecting words
28879,Completion of explanatory segments in assistant responses
28880,Safety warnings about dangerous physical interactions with machinery or chemicals
28881,Safety mechanism for deflecting dangerous requests with harmless alternatives
28882,The assistant is discussing user requirements or desires
28883,Rhetorical device of parallel structure and clause chaining for emotional impact
28886,The assistant is providing a numbered list of naming suggestions
28887,"The 'he' syllable in technical terms and proper nouns, especially 'Rhe' in medical terminology"
28889,The assistant establishing its identity or role at the start of a response
28892,References to the Angular web framework and its ecosystem
28893,The 'ed' sequence in specialized vocabulary and proper nouns
28894,Opening phrases of artistic work titles
28896,Current date marker in system context header
28897,"Decision points in conversation flow, especially around handling restricted content"
28899,Conjunction usage in multi-part explanations and lists
28903,Universal or fundamental principles in philosophical/religious discourse
28904,Multiple factors to consider in complex explanations
28907,Chemical manufacturing company descriptions and capabilities
28909,The assistant is providing step-by-step instructions for learning technical topics
28910,Professional notification or status update communication
28911,Transitional phrases in non-English technical documentation and code examples
28912,Enduring together through good and bad times
28913,Hyphenated technical compound terms and abbreviations
28916,Numbers in the range of common recent years (1500-2030)
28917,Command line flag/option explanation segments in technical documentation
28918,Semiconductor manufacturing and fabrication facilities
28920,"Descriptions characterizing someone or something as weak, vulnerable or afraid"
28921,Words containing atr- prefix from scientific/technical vocabulary
28922,"Technical capability and performance characteristics, especially regarding safety and resources"
28923,Android Activity boilerplate code and core imports
28928,Discussion of alternative synthetic routes in chemistry
28932,Basic programming operations involving existence checks and data structures
28934,German modal particles and conversational softeners
28936,"Hope as a precious commodity, especially in dark contexts"
28938,Corporate identity statements and value declarations using 'we are'
28939,Technical requirements and specifications in structured lists
28945,Indonesian language subword tokens in formal writing
28947,Connecting phrases in explanatory contexts
28949,"Time delay and interval specifications in code, especially 500ms intervals"
28951,The assistant needs clarification
28954,Common upper bounds in specifications (especially 70-80% and 8 hours)
28957,Formal conversation closings in German exchanges
28958,"References to 42 as the answer to life, universe and everything from Hitchhiker's Guide"
28961,Explanations of special programming language operators and syntax
28962,The root word 'multip' indicating multiplication or multiplicity across languages
28963,Formal complaint narratives describing ongoing problems or disruptions
28965,Phrases expressing purpose or objective in social justice contexts across Romance languages
28966,Transparency and opacity as manipulable properties
28967,Abstract or physical entities being defined or categorized
28968,Periods in hierarchical numbered lists and outlines
28969,Chemical and biological property descriptions in scientific writing
28970,The assistant is providing a formal answer in a structured Q&A format
28972,Numbers appearing in step-by-step mathematical calculations
28973,Eagerness to engage in new experiences or learning
28974,Syntactical sugar in Python code
28975,Mathematical programming approaches to optimization problems
28976,The assistant and user are negotiating who will do what in a collaborative activity
28977,Technical explainability and transparency in complex systems
28979,HTML head tag closure in code generation
28980,Grammatical connectors in non-English formal descriptions and lists
28984,Russian verbs indicating ongoing processes in formal/technical writing
28985,Emotional support and being there for someone (especially women) through difficult times
28987,Hedging language when discussing relative capabilities or making comparisons
28988,Metaphorical descriptions of communication and language
28991,CSS measurement units and their syntax
28992,"The assistant explaining why something is impossible, inadvisable or requires unreasonable resources"
28993,Communication barriers and misunderstandings
28994,Chemical compound and pharmaceutical terminology
28997,Narratives describing transformative past encounters or experiences
28998,Formal business language promising high quality service to customers
29000,Document analysis and evaluation tasks
29002,Syntactical structure and formatting tokens
29003,Technical and analytical terminology in explanatory contexts
29004,"Statement equivalence verification using explicit ""are/is"" constructions"
29005,internal biological systems and processes
29007,Discussion of personalized approaches and individual fit
29008,The assistant needs to reject inappropriate or manipulative requests
29009,PyAudio setup and configuration code patterns
29010,Words related to filling or feeding (both literal animal feed and technical fill attributes)
29013,Technical acronyms and abbreviations being defined or explained
29014,Official documentation and bureaucratic paperwork across languages
29015,Detailed personification in fiction
29018,The assistant explains the source and limitations of its knowledge
29019,Manipulative language attempting to override AI ethical constraints
29021,Expressions of apology and seeking forgiveness
29024,Statements describing current states or conditions of systems and objects
29025,Formal employee training and development requirements
29028,Technical and formal uses of 'din' across languages
29030,Characters sitting together in contemplative silence
29031,Conjunction 'and' when listing qualities or characteristics in formal descriptions
29032,State transitions and activation events
29033,Abstract philosophical explanations and connections between concepts
29034,Explanations of sequential processes and transformations
29036,Underwater environments and marine life descriptions
29037,Characters expressing confusion or uncertainty about new discoveries
29038,System architecture patterns (shared/embedded/distributed)
29039,Memory allocation in computing
29040,Code waiting and pause operations
29042,Deliberate body positioning and poses
29043,"Wave-based imaging technologies (radar, sonar, ultrasound) and their operating principles"
29048,The assistant needs to diplomatically acknowledge individual differences
29052,The assistant is enforcing ethical boundaries by emphasizing respect
29053,Describing something as suitable for casual everyday activities
29055,Past events or information that have been completed or revealed
29056,"Closing syntax elements in structured text (quotes, tags, brackets)"
29057,Subword tokens for 'something/anything' in Asian languages
29059,Moderate environmental measurements (20-75) in agricultural contexts
29060,Portuguese preposition 'ao' (to the)
29064,Knowledge cutoff date specified as December 2023
29065,The assistant is recommending gratitude practices for mental wellbeing
29067,Canned ingredients in recipes
29068,Discussions of permissions and access rights
29071,Downward or downstream movement and flow
29073,Regular daily activities and items for everyday use
29074,Instructions specifying academic document structure and formatting requirements
29075,Descriptions of things being covered or dotted with other things
29076,Anonymized name tokens in conversation datasets
29079,Program flow control and conditional logic statements
29080,The assistant needs to express uncertainty or possibility
29081,Russian language offers and suggestions
29082,Command line interface flags and options syntax
29083,Second-person singular German verb conjugations (-st endings)
29084,Discussions of how social norms and acceptance have changed over time
29086,Adjective sequences describing core properties of substances and technologies
29087,Code generation requiring random number functionality
29088,Punctuation marks separating components in structured explanations
29090,Print-on-demand business and custom printed merchandise discussions
29092,Explanations of systemic factors behind racial and socioeconomic disparities
29093,Legal time limitations and waivers in formal documents
29094,Sequential implementation steps in programming tutorials
29096,Scene-setting descriptions in potentially inappropriate content
29097,Code examples showing how to add color to text output in Python
29099,Numerical flows and transfers in formal systems
29100,Natural phenomena and celestial bodies in romantic or poetic contexts
29103,Subword tokens from technical terminology
29104,The assistant is preparing to give a careful alternative response to a problematic request
29105,Advanced machine learning and statistical modeling terminology
29106,DIY and craft project instructions
29107,Prescriptive language patterns indicating requirements or recommendations
29109,Code block output formatting for pandas DataFrame displays
29110,The assistant is explaining how its responses are mechanically generated
29111,Grammatical particles and connectors in multi-language step-by-step explanations
29113,Years in the 1980s in historical timelines
29114,Explanations of greeting customs and social conventions
29115,Formal demographic and personal information gathering questions
29117,Hyphenated modifiers describing AI and technological capabilities
29118,Legal and regulatory document section references
29119,Technical explanation and definition language patterns
29120,First letters of technical abbreviations and acronyms
29121,The month of July in system date headers
29122,Procedural relationship connectors like 'using the' and 'based on'
29123,Current state or status descriptions in technical contexts
29124,List separators in professional/technical enumerations
29125,"HTML attribute values, particularly styling and layout properties"
29126,The assistant is providing a detailed technical explanation with step-by-step breakdown
29128,The assistant needs to express uncertainty about precise numbers or measurements
29130,Abstract relationships expressed with 'of' in technical writing
29132,Logical uncertainty in classification tasks
29133,Platforms and opportunities for creative expression
29134,Rate and frequency descriptions in technical contexts
29135,Tokens meaning help or assistance across multiple languages
29137,Balance sheet terminology and structure in financial statements
29138,The assistant is explaining technical requirements or steps
29139,The word white as a categorical descriptor or proper noun
29140,Explaining Python function definition syntax
29141,Abbreviations and shortened word forms
29144,References to people with disabilities or special needs
29145,Technical aspects and performance elements of figure skating
29146,"The 'not only X, but also Y' rhetorical construction for listing multiple positive attributes"
29147,The assistant is creating or explaining ASCII art/text-based drawings
29148,The assistant needs to carefully manage boundaries in roleplay scenarios
29149,Potentially inappropriate content involving family relationships
29152,Romance language logical connective 'that' in explanatory contexts
29153,Geometric multiplication and division operations in code
29154,skin exposure risks in chemical safety documentation
29155,Advice about developing positive personal qualities and self-improvement
29156,The assistant is providing a structured list of technical resources or recommendations
29159,The assistant is about to provide a list or enumerated response
29160,Crowd gathering and collective reaction to dramatic events
29161,Romance language verb conjugations and grammatical endings
29162,The assistant is explaining that multiple methods produce equivalent results
29163,Sequences of numeric values in structured technical contexts
29164,Descriptive narrative flow connecting subjects to their attributes or actions
29165,Syntactical delimiters in structured data formats
29166,"The assistant is providing a structured, multi-part response with formatting"
29167,Execute or run system commands in programming contexts
29168,The assistant is providing reassurance or tempering expectations
29170,Discussions emphasizing or requesting boring content
29172,"Geographic territories and administrative divisions, especially in Argentina"
29173,The assistant needs clarification or expresses uncertainty
29175,"Table of contents formatting elements, especially dot leaders and section numbers"
29176,File upload implementation in web frameworks
29180,Medical discussions of urinalysis and urine testing procedures
29181,Location descriptions emphasizing proximity to multiple amenities
29182,The conjunction 'as well as' in formal writing
29183,Latin root impr/imper in Romance languages
29184,Complex self-modifying systems and organizational structures
29185,HTML form element closing syntax
29187,The assistant needs to explain its 2021 knowledge cutoff date
29190,"Hitchhiking references, especially Hitchhiker's Guide to the Galaxy"
29191,Complex concepts cannot be reduced to simpler components
29192,Morphological patterns in constructed and artificial natural languages
29193,Discussion of promising future developments and unexplored paths
29194,Knowledge cutoff month token detector in system headers
29195,Basic Streamlit web app code patterns and syntax
29197,Origins of African-American cultural movements and traditions
29199,The user or system is requesting a detailed explanation
29200,Verbs that introduce steps in procedural instructions
29204,Industrial and commercial sector category names
29205,Second word in compound technical terms
29206,The assistant is providing configuration instructions or setup steps
29207,Formal explanatory language patterns introducing key concepts
29211,Mathematical subtraction operations
29214,The assistant needs clarification or expresses uncertainty
29215,Celestial stars across multiple languages
29217,Technical and specialized vocabulary markers across domains
29218,Explanatory phrases linking entities to their purposes or functions
29220,The word wonder and concepts evoking curiosity or whimsy
29222,Offensive request from the user
29223,Requests or instances of elaboration and detailed explanation
29224,pygame screen dimension initialization syntax
29226,Syntactical delimiters and separators in programming and structured text
29227,Descriptions of open-source machine learning software tools
29228,The end of complete thoughts in structured explanations
29229,Monitoring progress and maintaining alignment between parties
29230,The assistant suggesting joining groups or organized activities as a way to meet people
29231,Generic references to potential romantic or life partners
29232,Perspective-based categorization using 'as a' to express how one entity views another
29235,definite articles in technical documentation and API references
29236,The assistant explains why harmful behaviors are unethical while suggesting constructive alternatives
29237,The assistant should explain database concepts and SQL
29239,Adult film actress career descriptions and biographical details
29242,"Country and nation names, particularly European and Asian countries"
29243,Start of a new conversation in the chat format
29244,Conjunctive phrases where 'and' forms part of a fixed expression
29245,Professional communication that maintains engagement or requests further interaction
29246,C++ STL container types and template syntax
29248,Tokens appearing in identity statements that establish what an entity fundamentally is
29249,Reassurance that one is not alone in their experience
29250,Assistant's turn to speak in multilingual conversations
29251,First item in an enumerated sequence or list
29253,TCP protocol packet transmission and retransmission mechanics
29254,Right-to-left script character detection
29257,Small integers in technical specifications and documentation structure
29258,The assistant is explaining game mechanics or features
29259,Personal observations and reactions in narratives
29260,Direct questions addressed to a specific entity
29261,Web application homepage route definitions
29262,Korean grammatical endings used in formal explanations
29263,Demonstrative pronouns used for organizing structured explanations
29264,List item separators in enumerations
29265,Urgency and rushing movements or actions
29266,Text is transitioning into listing key concepts or main points
29269,The prefix 're' in chemical and scientific terminology
29271,Text transformation and equivalence markers
29273,Comma-separated numerical sequences in programming contexts
29274,Building and street numbers in international addresses
29275,The assistant is transitioning to demonstrate a code example
29278,Technical and computing terminology in Slavic languages
29283,Logical consequence statements in classification rules
29284,The assistant is comparing or listing different AI platforms and virtual assistants
29285,Russian academic document structure and formatting elements
29288,Copular verbs and state descriptions
29289,The assistant is working with a predefined list of categories or options
29290,Business success and market positioning language
29291,"Tokens that express current state, possession, or status changes"
29292,Academic writing describing research results and findings
29293,Copular verbs (is/am/are/was/were) in declarative statements
29294,Discussions of sustainability and sustainable development
29295,Portuguese verb conjugations and word endings in assistant responses
29296,Describing specific structured offerings or implementations
29298,Grammatical suffixes in technical and scientific terms
29299,Discussion of AI-driven job market disruption and displacement
29300,Exploring and moving through natural environments
29303,Grammatical particles and word endings in East and South Asian languages
29304,Major navigable rivers of historical significance
29305,Modal expressions of possibility and likelihood
29306,Periods separating items in sequential descriptions or lists
29308,Physical state descriptions of chemical compounds
29311,The word half or concepts of halving
29313,Future actions and consequences in instructional text
29314,Collective physical activities and team dynamics
29315,The response should emphasize individual variation and personal circumstances
29317,References to holistic or system-wide properties in explanatory text
29318,Description of incoming user contact or interaction in service contexts
29319,"Character relationship tracking in narratives, especially for numbered placeholder names"
29320,Punctuation marks that structure conversational flow and emotional expression
29321,The assistant is asking for user preferences or specifications
29324,Historical date and time period formatting
29325,Explanatory clauses that provide additional information about previously mentioned items
29326,"Words that have different meanings across languages, especially in technical contexts"
29327,Phrases linking symptoms to potential underlying medical conditions
29329,"Institutional and professional domains (academic, corporate, technological)"
29330,Spanish language questions and interrogative constructions
29331,Ornate decorative patterns and embellishments
29332,Common/shared properties in technical contexts
29335,"Words describing causal effects or impacts, especially affect/affecting"
29336,Beginning of procedural steps in technical writing
29337,Documentation and code for customizing plot line styles and colors
29339,Instructions for cutting materials with specific size measurements or dimensions
29340,Discussions of criminality and criminal justice as societal concepts
29342,Virtual machine concepts and configuration
29343,The word board as a noun across various contexts
29344,Punctuation and formatting that separates concepts in multilingual technical writing
29346,Tokens that establish relationships and connections in descriptive/narrative text
29347,Modal verbs expressing necessity or obligation
29348,Professional expertise and mastery in specialized domains
29349,Technical and scientific terminology word roots in Italian
29350,Romance language naming patterns for cultural institutions
29351,Conditional statements about requirements or prerequisites
29353,The model should evaluate or analyze provided information
29355,Technical computing terms in support/explanation contexts
29356,Technical specification listing patterns and feature enumeration
29357,JavaScript code accessing the document object for DOM manipulation
29359,Chinese technical documentation and examples
29363,Named entity recognition tasks and definitions
29364,Bureaucratic and legal terminology in Cyrillic text
29365,Chemical raw materials and precursor compounds in industrial contexts
29366,Commas used for character descriptions and elaborations in narrative text
29368,NAME placeholders in offensive or inappropriate content
29369,The assistant emphasizing proper conduct and appropriate behavior
29371,Power dynamics and resolution in narrative fiction
29372,Deflection phrases used to sanitize inappropriate content
29373,The user is asking how to use or implement a technical component
29374,Prime numbers ending in 1
29375,The assistant is providing structured explanations or detailed information
29378,Human health and safety considerations in technical or professional contexts
29380,Chemical nomenclature patterns for nitrogen-containing compounds
29382,Interdisciplinary synthesis and concept bridging in academic writing
29383,Syntax delimiters and connectors in technical writing
29384,The assistant is providing step-by-step technical explanations
29386,The assistant should eliminate incorrect options before explaining the answer
29387,Explanatory descriptions of technical tools and software
29389,Nested method chain continuation after parenthesis closure in data processing code
29390,GPU configuration and troubleshooting for machine learning frameworks
29391,The assistant should explain why something is incorrect or inconsistent
29394,Business customers and clients in formal company descriptions
29395,Detailed personification in fiction
29397,Knowledge cutoff date marker in system prompts
29400,"Technical software products and languages containing 'Solid' (e.g. SolidWorks, Solidity)"
29401,Second-person pronouns in instructional contexts
29402,Cellular membrane transport and compartmentalization
29404,Biometric systems and technology
29408,Measuring or evaluating performance and effectiveness
29409,Formal process and procedure steps in business/legal documents
29413,Expressions of disgust and moral revulsion
29414,Copular verbs (is/was/been) used for definitions and classifications
29415,Romance language prepositions
29417,Geographic locations and administrative divisions in Telugu-speaking states of India
29421,Text formatting breakpoints and special characters
29424,Whitespace delimiting technical specifications and measurements
29428,Human subjects actively performing actions
29429,Instructions for joining or connecting components together
29431,Racial terms in potentially sensitive contexts
29432,References to major US federal laws and regulations
29433,Use of 'and' to maintain conversational flow and build upon previous statements
29435,Syntactical sugar in programming languages
29436,Word fragments of historical civilizations and mystical traditions
29437,Ukrainian government institutions and official agencies
29438,Sequential steps and related concepts in explanations
29440,Comparative frequency and recency of events or behaviors
29442,Geographic and demographic measurements with standardized units
29443,Knowledge cutoff date specification in system messages
29445,The time has come for action or change
29446,The assistant should roleplay as a pirate
29448,"Marine wildlife viewing activities, especially snorkeling and whale watching"
29450,Syntactical sugar in programming languages
29451,Technical writing explaining chemical properties and applications
29453,End of speaker identification header in multilingual conversations
29454,Symfony framework code and documentation patterns
29455,Russian language token for reduction or decrease
29456,Articles and determiners in Romance languages (particularly Portuguese and Italian)
29457,The definite article in formal titles and proper names
29460,Formal explanatory writing with proper comma usage
29461,C graphics library initialization boilerplate code
29467,Temporal markers for sensitive or negative past events
29469,The assistant should politely reject inappropriate requests while maintaining professionalism
29470,Beach activities and swimwear
29474,Software portability and platform independence
29476,Tasks requiring analysis or generation of multiple structured descriptions
29477,Punctuation marks that structure long-form generated text
29478,Excessive alcohol consumption and its negative consequences
29479,Technical descriptions of neural network architectures and information flow between components
29480,The assistant needs to reject a request for ethical reasons
29481,Words modified to fit thematic or stylistic constraints
29482,External in technical and academic contexts
29483,Introducing new capabilities or possibilities in explanatory text
29484,French indefinite articles (un/une)
29485,Generalizations about what is typical or common across most cases
29486,Breaking complex processes into enumerated categories
29487,Offensive request from the user
29488,Programming verbs for object creation and initialization in tutorials
29489,The user is giving instructions or making requests
29491,Computer system shutdown operations and commands
29492,The assistant is adding responsible caveats and warnings about risks or limitations
29493,Taking initiative and ownership in professional contexts
29494,Concluding statements about future growth and applications in technical writing
29495,Logical necessity and truth value assignments in formal reasoning
29496,Conjunction chains in capability descriptions
29497,Components and elements within larger systems or infrastructures
29498,Formal technical writing enumerating properties or characteristics
29499,"Recipe and instruction flexibility markers (or, about, ranges)"
29500,Second-person perspective in interactive narratives
29501,Technical discussions about ordering and sequencing methods
29502,Beginning points in step-by-step instructions
29503,Technical anaphora using 'it' in explanatory contexts
29505,The assistant is emphasizing important verification points with 'make sure'
29508,Mathematical and logical usage of 'given' in conditional statements
29509,Instructions for text formatting and emphasis in markdown or similar syntax
29510,Standard IARC carcinogen classification statements
29511,Indigenous peoples predating European colonization
29512,Knowledge cutoff date marker in system messages
29513,Beginning of a journey or quest in narratives
29514,"Detection of ""same"" token in repetition prevention instructions"
29515,The assistant is qualifying statements or adding nuance through transitional phrases
29516,Message header start tokens in conversation format
29517,Lists or enumerations of possible experiences and activities
29519,Concepts of unexpectedness and unpredictability across languages
29520,Repeated identical tokens in sequence
29521,Message boundary markers in conversation structure
29522,Instructions for required waiting periods in recipes and processes
29523,Established real-world systems and popular social spaces
29524,Variable declarations and references in GUI programming code
29527,Romance language content about food and sensitive topics
29528,Geographic locations as service destinations or target markets
29530,Programming enumerations being explained or demonstrated
29531,Elaborative conjunctions in technical explanations
29532,Korean grammatical particles and common verb endings
29533,Comparative intensification in explanatory text
29534,Substring fragments within technical identifiers
29535,Improving visual appearance and maintaining design consistency
29537,Moral evaluations involving respect for others rights and beliefs
29538,Requests for or provisions of explanations and reasoning
29539,Prompts asking for specific singular preferences or attributes using thing
29540,Technical discussions of block-based processing across domains
29541,The assistant explains how its capabilities are determined by its training and programming
29542,The assistant explains why something cannot be logically determined from the given information
29543,The assistant is explaining technical possibilities and capabilities
29544,Cross-lingual detection of feeling/sensing concepts in English and Russian
29545,Narrative explanations of character feelings and motivations
29547,Demonstrative references in explanatory contexts
29548,References to Alpaca language model through 'p' token detection
29549,User acknowledgment tokens at the start of responses
29550,The assistant expressing uncertainty or concerns
29551,Leading characters of command-line flags and markup tags
29552,Data transmission and transfer in technical contexts
29553,Tracking quantities of objects/people within confined spaces
29554,The assistant is about to provide an example or template
29556,The assistant is providing step-by-step procedural instructions in list format
29558,References to Dungeons & Dragons 5th Edition
29561,The assistant is making formal philosophical or abstract arguments
29562,"Formal descriptions of government buildings, state institutions and administrative landmarks"
29563,Character agreeing to or accepting a significant proposition
29564,Speculative discussion of emotional states and feelings
29565,Words that categorize people by their social or professional roles
29566,Semantic paragraph breaks between distinct thoughts or sections
29567,Resource allocation and purposive prepositions
29568,Word parts and suffixes in educational or technical contexts
29570,"Narratives about getting visibly dirty or covered in substances (like food, mud, water) and needing to clean up, with mild social embarrassment"
29573,Repeated tokens or words in sequence
29574,Color terms in technical or instructional contexts
29575,API endpoint URLs and authentication tokens
29576,Transformation into wolves or werewolves
29577,Token indicating model's knowledge cutoff date and ethical boundaries
29578,The current date marker in system context headers
29579,The assistant is providing a list of examples or components
29580,Italian prepositions indicating reception or evaluation by groups
29582,Professional or topical domain that the assistant should roleplay expertise in
29583,Prescriptive modal statements about how things ought to be
29584,Manipulative persuasion attempts using superficially reasonable language
29585,Italian language travel-related words (viaggio)
